timestamp,open,high,low,close,volume
2018-11-01,129.6600,129.9500,125.9300,128.9100,1789890
2018-10-31,125.5000,130.0100,124.1446,128.8700,3394471
2018-10-30,121.5300,125.4900,117.5161,124.0100,7150992
2018-10-29,122.3500,122.8300,109.3400,111.7200,4546442
2018-10-26,116.1800,123.4600,116.1800,120.0600,2604371
2018-10-25,116.8300,124.9750,116.3000,120.7000,3890904
2018-10-24,118.7500,119.6300,110.8200,110.9700,2730029
2018-10-23,117.7700,119.4300,115.8000,118.7800,2289281
2018-10-22,122.6900,123.0600,120.0200,120.5100,2229849
2018-10-19,127.8200,128.9000,122.0341,122.4500,2095198
2018-10-18,131.1800,131.1800,124.8500,126.8700,2414493
2018-10-17,132.7500,133.6600,130.4000,132.0600,1225262
2018-10-16,129.2800,132.3600,129.2500,132.0200,1792282
2018-10-15,128.2700,129.4300,124.4800,127.7800,1375632
2018-10-12,126.7300,130.8997,125.8600,129.0500,2571846
2018-10-11,122.3300,124.9100,120.8000,122.2600,2595083
2018-10-10,129.9900,130.2500,121.1000,122.2500,2616700
2018-10-09,126.7300,130.0000,124.3800,127.9500,1602341
2018-10-08,129.5600,129.9900,124.7800,126.8200,1755039
2018-10-05,132.2600,133.8000,128.6000,130.6000,1370131
2018-10-04,135.1800,135.7621,129.4701,131.8800,1972621
2018-10-03,135.0000,136.2700,133.9100,136.1100,1623579
2018-10-02,138.0000,138.0000,133.7500,134.3800,1932302
2018-10-01,138.1200,139.9090,135.5500,137.4100,1790146
2018-09-28,137.0700,139.6000,136.4300,137.9900,1770849
2018-09-27,134.8700,137.6100,134.6600,137.0700,1293486
2018-09-26,136.2200,137.2300,134.3400,134.5300,1395852
2018-09-25,135.3000,136.3350,134.5200,135.5500,1092361
2018-09-24,131.2800,135.6700,130.6300,134.8800,1421388
2018-09-21,132.0800,134.1800,131.0400,132.0700,2887054
2018-09-20,131.1200,132.5000,129.6700,130.9500,1573806
2018-09-19,132.5500,132.6000,128.9300,130.5700,1466312
2018-09-18,131.0800,134.5400,130.6900,132.7200,1172948
2018-09-17,134.4000,134.6600,131.0100,131.4800,1237205
2018-09-14,136.7500,136.9900,133.7125,134.1100,985195
2018-09-13,134.3500,136.3700,133.1600,136.2600,1101901
2018-09-12,133.7400,134.4700,131.1400,133.4800,1079448
2018-09-11,130.5000,134.9300,128.5200,133.9200,1654732
2018-09-10,131.6000,131.6600,128.7700,129.1600,1340650
2018-09-07,129.4300,132.1900,128.6800,130.5400,1378533
2018-09-06,129.7950,130.7800,127.8100,130.3500,1351676
2018-09-05,134.3000,134.4500,127.5700,128.9000,1698771
