timestamp,open,high,low,close,volume
2018-09-04,133.1800,135.4800,131.5300,134.5300,1172975
2018-08-31,133.5700,133.9300,130.5100,133.5600,2403864
2018-08-30,136.0000,138.6500,134.5400,134.6400,1853488
2018-08-29,135.2200,138.6300,134.7700,136.0900,2015610
2018-08-28,133.8500,134.3400,132.1200,133.6600,988416
2018-08-27,135.2600,135.9000,132.7410,133.3700,1200061
2018-08-24,131.6600,134.6300,131.2700,134.0100,1928708
2018-08-23,129.4000,131.5200,128.1400,130.6800,2036548
2018-08-22,126.0400,130.4300,125.9000,129.2300,1770810
2018-08-21,125.3300,126.9000,124.3700,126.4200,1315856
2018-08-20,124.6500,125.6000,122.2900,124.8800,1829093
2018-08-17,125.2600,126.1301,123.6000,124.3000,1078167
2018-08-16,127.3300,127.3300,124.8900,125.9400,1173816
2018-08-15,127.8900,128.6100,124.4500,125.9500,2267502
2018-08-14,128.9300,130.2000,127.1300,129.0900,1041527
2018-08-13,129.0700,131.7700,127.9100,128.1000,1869845
2018-08-10,124.4000,130.0000,124.4000,128.8000,2666920
2018-08-09,125.3900,125.8500,123.8600,125.2000,1558373
2018-08-08,122.0700,125.6200,121.1600,124.9500,2162903
2018-08-07,121.3100,122.9050,119.8600,122.2100,1753110
2018-08-06,122.8000,123.8800,120.0000,121.3200,2998027
2018-08-03,129.4700,130.4300,122.0900,123.4100,7965640
2018-08-02,111.7850,113.7900,111.0674,113.2400,3536011
2018-08-01,112.3400,115.9600,111.9200,112.2400,2236713
2018-07-31,113.7500,115.7100,112.4300,113.0200,2564059
2018-07-30,122.2300,122.4300,112.5500,113.1100,3623205
2018-07-27,124.0100,125.4700,120.9900,122.5800,2172762
2018-07-26,127.5100,127.6700,124.8900,125.3300,1167706
2018-07-25,125.6400,128.7000,124.5500,127.8400,1858246
2018-07-24,127.8400,127.8400,123.4100,125.1600,2068201
2018-07-23,126.5100,127.1200,125.1100,126.8000,1122159
2018-07-20,127.0100,128.1800,126.0900,126.6100,2202310
2018-07-19,127.5400,128.2400,126.6100,127.4100,1391527
2018-07-18,126.5500,127.6150,125.8500,126.8100,1594270
2018-07-17,124.6000,127.9200,124.5100,126.6800,1433846
2018-07-16,126.2500,126.8900,125.6700,125.8900,1060134
2018-07-13,126.5000,126.7500,124.8070,126.3500,946821
2018-07-12,123.2700,126.5736,123.2700,126.2400,1300043
2018-07-11,120.3800,124.3400,120.0100,122.7400,1671246
2018-07-10,121.9900,122.3700,119.3100,121.1500,1237061
2018-07-09,124.4300,124.4300,120.0600,121.9700,1229963
2018-07-06,120.9100,123.6300,120.5410,123.4400,1377983
2018-07-05,119.3900,121.0000,118.6600,120.8200,1614153
2018-07-03,120.0000,120.0000,117.7700,118.1500,834095
2018-07-02,117.8700,120.2100,117.0000,119.8700,1155256
2018-06-29,118.8200,120.3000,118.2700,118.3600,1633510
2018-06-28,113.9500,118.9800,113.5200,118.0600,2195042
2018-06-27,116.4100,117.2300,113.9500,113.9600,1603873
2018-06-26,117.7000,119.2900,115.8000,115.9100,2101188
2018-06-25,115.6400,117.1900,113.7900,116.7300,2475553
2018-06-22,117.0000,118.5100,115.2000,116.9600,3053423
2018-06-21,118.0500,118.5600,115.8310,116.5000,1164956
2018-06-20,118.8900,119.0500,117.1800,118.0100,1390694
2018-06-19,118.9100,120.0200,116.4700,117.8300,1464125
2018-06-18,120.8600,120.9200,119.3910,120.6900,1309847
2018-06-15,121.8700,123.1890,120.3800,121.5100,2539831
2018-06-14,119.2100,123.1000,118.8800,121.8400,3060358
2018-06-13,115.0000,119.3800,114.9965,118.4600,3050748
